,cleaned_hm,ground_truth_category
11948,"When my seven year old son wanted to go for a walk with me after dinner, he patted my arm and said, ""Mom, you're my workout buddy!""",affection
11949,I got my MBA degree certificate from my college yesterday.,achievement
11950,Some of my students won a soccer championship last evening!,achievement
11951,My spouse made me happy this morning when he woke me up with a kiss and told me he loved me.,affection
11952,I decided to purchase a new video game.,leisure
11953,I went to play basket ball with my friends after a long time and I was happy.,bonding
11954,I was playing a video game and received something out of pure luck that is valuable in the game. The odds of receiving that item was very low so I was very happy.,leisure
11955,MY MOM'S BIRTHDAY CELEBRATION SO I REALLY ENJOYED AT THE TIME,affection
11956,An old friend messaged me and we talked for hours,bonding
11957,I beat a video game that I have been working on.,achievement
11958,I got my graduate school acceptance email.,achievement
11959,It made me happy today buying the things that I needed.,enjoy_the_moment
11960,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",nature
11961,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",nature
11962,I am elected Women's Missionary Council President in my church. ,achievement
11963,I played an app design game and received a perfect score from the players (voters).,achievement
11964,I went to visit my sister and her boyfriend at his house.  We played with his dogs and hung out for a little while.,affection
11965,I am selected to church choir to sing songs.,achievement
11966,"Restarting the song when you miss your most favorite line. As I hearing the favourable song, I used to sing that song my self.",enjoy_the_moment
11967,I was very happy when I went to the shopping mall with my husband,affection
11968,Texted my sister who I hadn't contacted in a while.,affection
11969,My computer problem was finally fixed.,achievement
11970,I got invited to an Mturk bonus survey that pays $100.,achievement
11971,petting my cat,affection
11972,I went to work and it didn't make me want to kill myself.,achievement
11973,I went shopping and bought a new pair of sunglasses.,achievement
11974,I purchased a dresser at Ikea that I've been eyeing for many months.,achievement
11975,Finding that the veggie garden we planted about a month ago is doing well enough to actually produce veggies this year.,nature
11976,i started packing for my vacation in a few days. it has been very hectic getting things together but i am so excited!,enjoy_the_moment
11977,I had pizza with my son for lunch.,affection
11978,Had to take my cat to the vet yesterday because he was sick. Today his fever is gone and we're giving him medicine. He's back to normal. :),affection
11979,Getting out of bed to find that my husband had left a full pot of hot coffee for me when he left for class.,affection
11980,I got myself a Starbucks drink as a treat.,achievement
11981,I went to see my brother who lived out of state.,affection
11982,Buying a crib yesterday for my soon to come baby made me real happy.,affection
11983,I got my hair cut,achievement
11984,I ate at a great restaurant. ,enjoy_the_moment
11985,Going to Chinatown for dinner and dessert for dinner made me happy because the Chinese food in Chinatown is the best.,enjoy_the_moment
11986,last month my wife told to me she become pregnant. so i am really happy to heart that all day.,affection
11987,my relatives celebrate my wedding day in a restaurant. that was a nice experience.,affection
11988,"I woke up this morning feeling refreshed and energetic, having enjoyed a full night's sleep.",enjoy_the_moment
11989,I had amazing outdoor sex,enjoy_the_moment
11990,I received good health news about a family member.,affection
11991,The traffic on my way to work wasn't as bad as it usually is.,enjoy_the_moment
11992,I went out drinking with my cousin.,affection
11993,I WENT TO PLAY.,leisure
11994,I had a good workout at my gym,exercise
11995,I found out that one of my favorite YouTube vloggers is having a baby.,leisure
11996,I ordered pizza last night for while I was playing ffxiv.,leisure
11997,Negotiating the pay increase from my promotion.,achievement
11998,My girlfriend bought me a new game: Breathe of the Wild.,affection
11999,"Today, I was happy to make eighty cents doing this HIT.",achievement
12000,I woke up to a text from my girlfriend saying that she loved me.,affection
12001,My tv sold on craigslist.,achievement
12002,I was able to sleep all night last night after a few nights of not being able to sleep well.,enjoy_the_moment
12003,I received my pin for 5 years working at my company.,achievement
12004,Having lunch with my family on the weekend.,affection
12005,"The last small thing that made me surprisingly happy was spending time with my grandma.I went through a phase in my life where I wanted complete autonomy from my family. I felt crushed by the pressures of trying to pursue a career my family wanted from me rather than one I wanted for myself. So, I just wanted to break free from all of them and be as far away as I possibly could, even my grandma whom has been there for me every day for the first 12 years of my life.It wasn't until lately, that I realized the importance of family and how short life can be. My grandma is 96 years old, which means she has a limited time left on this beautiful planet. It made me really sad that I haven't made much effort to really spend time with her ever since she moved to her own home. Instead of spending my weekends with her, I chose to go out with friends, date around, sit at home on the computer browsing new music, and basically just waste my time.This weekend, I decided to change that. I called her and spent the entire day with her. Sunday morning, I came to her house, cooked us some pancakes (her favorite), we went to Temple, just like we did when I was a kid, and then we spent the rest of the day at the mall, browsing the stores. I didn't expect it to make me as happy as I had planned, but it really made my day. I'm really glad I did that and I certainly plan to spend a lot more time with her now.",affection
